# index code colatitude longitude radius 
258 KRC 65.196873305128705 67.140000000000001 6374.3579832250252
259 FRN 53.094958595262881 240.28000000000000 6370.7319493744972
260 DLT 78.160519190532142 108.41700000000000 6377.2324452333523
261 NMP1 104.98658425220837 39.250000000000000 6376.7002413263926
262 PTY 107.14137379254224 292.05000000000001 6380.0598123776308
263 CRP 79.628357578508954 275.08900000000000 6378.4704911536883
264 TUL 54.270623859159727 264.21199999999999 6371.1483502559768
265 QIX 55.579645438744549 108.20000000000000 6372.1736444751305
266 CTA 109.97612183405009 146.30000000000001 6376.0000278274993
267 PBQ 34.903388184911954 282.25500000000000 6363.7698859653883
268 ARK 25.566508996600366 40.500000000000000 6360.7185034828244
269 THJ 66.243184370822902 102.70000000000000 6376.4717046296455
270 BSL 59.817533430307058 270.36000000000001 6372.7192873893600
271 MZL 40.590032438419570 117.40000000000001 6366.4607386192874
272 ANK 50.298234534808572 32.764000000000003 6370.2897222312940
273 LRM 112.08559272091227 114.09999999999999 6375.1047121201136
274 KSH 50.688730584846439 76.000000000000000 6370.8479365560079
275 BGY 58.448849547172330 35.088000000000001 6373.0103314384978
276 PEG2 52.106674992513149 23.933000000000000 6370.5395411272202
277 HVN4 67.155018426747262 277.68299999999999 6374.8998288176708
278 TNB 164.58466489685793 164.11699999999999 6358.2839470128220
279 DLN 51.088226466133413 121.50000000000000 6369.8050466291634
280 BCL 80.778073611937913 105.73300000000000 6377.5850683244844
281 BMT 49.889732673454496 116.20000000000000 6369.4175221374144
282 SFS2 53.683835614400238 353.88299999999998 6370.6766835209446
283 AVE 56.876358397606708 352.58300000000003 6371.9587460729063
284 ANC 101.61387506772704 282.85199999999998 6377.3151141374537
285 ASP 113.62040746968155 133.88300000000001 6375.2462916494560
286 ASC 97.896460553367120 345.62400000000002 6377.9083759553587
287 GUI 61.840402953315284 343.56999999999999 6374.2035188283189
288 OUL 25.629772540150533 27.230000000000000 6360.8668469354880
289 ESA 50.954403394147121 141.35800000000000 6370.0211483429530
290 PND 78.157537504074938 79.920000000000002 6377.2379961730921
291 PST 141.51567532411573 302.11000000000001 6365.1429645626376
292 GLM 53.783557390713106 94.900000000000006 6373.4492547872687
293 VNA2 160.52937137209798 351.25000000000000 6359.1593566134370
294 IQA 26.399960956430238 291.48200000000003 6361.0297544240539
295 NGP 68.979178184453460 79.082999999999998 6375.6852718514974
296 KDU 102.61771129853605 132.50000000000000 6377.1266396387255
297 VSK 72.441000597037103 83.319999999999993 6376.1847014778677
298 PHU 69.095602326677437 105.96700000000000 6375.4074142341233
299 KOU 87.804780250459842 307.26900000000001 6378.1154657318702
300 LIV 152.50469526790349 299.60500000000002 6361.3110602161496
301 CMO3 25.280289262992543 212.13300000000001 6360.8329267698600
302 ELT 60.495237199112097 34.950000000000003 6373.1802014555697
303 UPS 30.267258685145283 17.350000000000001 6362.2144814846642
304 SIL 65.216786663013096 92.819999999999993 6374.3636606525288
305 TIR 81.387167396010753 77.819999999999993 6377.7050290261059
306 ORC 150.56858178076493 315.21699999999998 6361.8958276692729
307 SBL 46.259268551040364 299.98300000000000 6367.8874728883820
308 MID 61.950015847304421 182.62000000000000 6373.3896115790722
309 QSB 56.307844547743890 35.643999999999998 6372.0583090186483
310 TND 91.281367964855448 124.95000000000000 6378.8302527557462
311 GZH2 67.038563382177941 113.34999999999999 6374.8795550407549
312 JCO 19.772196639796903 211.19999999999999 6359.1982832080166
313 SHU 34.830215558523079 199.53299999999999 6363.7843108926145
314 BFO 41.858180491493549 8.3170000000000002 6366.8886029538407
315 BGY2 58.454831448204075 35.082999999999998 6373.0123270016447
316 IZN 49.689949546782721 29.733000000000001 6369.4169345621985
317 PLR 96.920813810476901 106.55000000000000 6377.8789525226975
318 LYC 25.549430587929798 18.750000000000000 6360.9835582002652
319 KPG 100.13313843080969 123.66700000000000 6377.7118200224550
320 KMH 116.38749131714334 18.109999999999999 6374.9607932533581
321 TDC 126.88207563006135 347.68500000000000 6370.4511902267805
322 IPM 117.01495904055865 250.58300000000000 6373.7902067614414
323 GAN 90.690347792395613 73.153999999999996 6378.1378806344692
